,organization name,address1,city,state,zip,servicesummary,hours,website
8281,Los Angeles County Department of Public Social Services (DPSS),7555 Van Nuys Blvd.,Van Nuys,CA,91405.0,Emergency Shelter,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://dpss.lacounty.gov/en.html
8282,Los Angeles County Department of Public Social Services (DPSS),8130 S. Atlantic Ave.,Cudahy,CA,90201.0,Emergency Shelter,,http://my.dpss.lacounty.gov/dpss/offices/default.cfm?orgid=357
8283,Los Angeles County Development Authority (LACDA),204 Hampton Dr.,Venice,CA,90291.0,Rapid Re-Housing,,
8284,Los Angeles County Development Authority (LACDA),401 Buena Vista St.,Burbank,CA,91505.0,Rapid Re-Housing,,
8285,Los Angeles County Development Authority (LACDA),43434 E. Sahuayo St.,Lancaster,CA,93535.0,Rapid Re-Housing,,
8286,Los Angeles County Development Authority (LACDA),4501 Santa Anita Ave.,El Monte,CA,91731.0,Rapid Re-Housing,,
8287,Los Angeles County Development Authority (LACDA),663 W. 10Th St.,San Pedro,CA,90731.0,Rapid Re-Housing,,
8288,Los Angeles County Development Authority (LACDA),9251 Pioneer Blvd.,Santa Fe Springs,CA,90670.0,Rapid Re-Housing,,
8289,"Lost-N-Found Youth, Inc.",2585 Chantilly Dr Ne,Atlanta,GA,30324.0,Transitional Housing,Monday: 10:00AM–7:00PM Tuesday: 10:00AM–7:00PM Wednesday: 10:00AM–7:00PM Thursday: 10:00AM–7:00PM Friday: 10:00AM–7:00PM Saturday: 10:00AM–7:00PM Sunday: 10:00AM–4:00PM ,http://lnfy.org/
8290,"Lost-N-Found Youth, Inc.",729 Lambert Dr Ne,Atlanta,GA,30324.0,Emergency Shelter,,
8291,Lotus Community Project,Po Box 1654,Fort Dodge,IA,50501.0,Emergency Shelter,,
8292,Louisiana Council of Resources,625 Veterans Blvd.,"Kenner, La",LA,70062.0,Emergency Shelter,,
8293,"Louison House, Inc.",395 Old Columbia St,Adams,MA,1220.0,"Permanent Supportive Housing, Transitional Housing",,
8294,Louisville Metro Housing Authority,930 W Chestnut St,Louisville,KY,40203.0,Other Permanent Housing,Monday: 6:30AM–9:00PM Tuesday: 6:30AM–9:00PM Wednesday: 6:30AM–9:00PM Thursday: 6:30AM–9:00PM Friday: 6:30AM–9:00PM Saturday: 9:00AM–8:00PM Sunday: 9:00AM–6:00PM ,http://www.ymcalouisville.org/chestnut
8295,Louisville Metro ORC,1015 S Preston St,Louisville,KY,40203.0,Permanent Supportive Housing,,
8296,Louisville Metro ORC,607 E Saint Catherine St,Louisville,KY,40203.0,Permanent Supportive Housing,,
8297,Louisville Metro ORC,701 W Ormsby Ave 2Nd Fl,Louisville,KY,40203.0,Rapid Re-Housing,,
8298,Louisville Metro ORC,701 W Ormsby Ave Ste 2,Louisville,KY,40203.0,Rapid Re-Housing,,
8299,Louisville Metro ORC,701 W Ormsby Ave Ste 201,Louisville,KY,40203.0,"Permanent Supportive Housing, Other Permanent Housing",,
8300,Lourdes Counseling Center (Benton),208 Cullum Ave.,Richland,WA,99352.0,Emergency Shelter,,
8301,Love Chapel,311 Center St,Columbus,IN,47201.0,Emergency Shelter,Monday: 9:00AM–12:00PM Tuesday: 9:00AM–12:00PM Wednesday: 9:00AM–12:00PM Thursday: 9:00AM–12:00PM Friday: 9:00AM–12:00PM Saturday: 9:00AM–12:00PM Sunday: Closed ,http://lovechapel-bartholomew.org/
8302,Love INC - Fairbanks,609 3Rd Street,Fairbanks,AK,99701.0,Emergency Shelter,,
8303,Love INC - Kenai Peninsula,,,AK,99611.0,Emergency Shelter,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: Closed Saturday: Closed Sunday: Closed ,http://www.peninsulaloveinc.org/
8304,Love Inc. of Metro Tampa,2924 E Dr. Martin Luther King Jr Blvd,Tampa,FL,33610.0,Transitional Housing,,
8305,Love Outreach,12249 Camden St,Detroit,MI,48213.0,Emergency Shelter,,
8306,Love Outreach,12260 Camden St,Detroit,MI,48213.0,Emergency Shelter,,
8307,Love and Care,616 N 43Rd Street,Philadelphia,PA,19104.0,Emergency Shelter,,
8308,Love and Care,618 N 43Rd Street,Philadelphia,PA,19104.0,Emergency Shelter,,
8309,Love and Care,620 N 43Rd Street,Philadelphia,PA,19104.0,Emergency Shelter,,
8310,Love and Care,622 N 43Rd Street,Philadelphia,PA,19104.0,Emergency Shelter,,
8311,"Love, INC TriCities",1500 S Despelder St,Grand Haven,MI,49417.0,Transitional Housing,,
8312,Lovelady Center,7916 2Nd Ave S,Birmingham,AL,35206.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://loveladycenter.org/
8313,Lovell Federal Health Center,,,IL,60064.0,Permanent Supportive Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://lovell.fhcc.va.gov/
8314,Loving Grace,1414 Euclid Avenue,Joplin,MO,64801.0,Transitional Housing,Monday: 9:00AM–4:00PM Tuesday: 9:00AM–4:00PM Wednesday: 9:00AM–4:00PM Thursday: 9:00AM–4:00PM Friday: 9:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://lovingrace.org/
8315,Low Income Housing Institute (LIHI),2396 Milton Way,Milton,WA,98354.0,Other Permanent Housing,,
8316,Low Income Housing Institute (LIHI),802 Mlk Jr Way,Tacoma,WA,98402.0,Emergency Shelter,,
8317,Low Income Housing Institute (Thurston),119 7Th Ave Se,Olympia,WA,98501.0,"Permanent Supportive Housing, Transitional Housing",,
8318,Low Income Housing Institute (Thurston),1322 Skyridge St. Se,Lacey,WA,98503.0,Permanent Supportive Housing,,
8319,Low Income Housing Institute (Thurston),830 Union Avenue Se,Olympia,WA,98501.0,Emergency Shelter,,
8320,Lowcountry Community Action Agency,319 E Washington St,Walterboro,SC,29488.0,Emergency Shelter,,
8321,Lowell Housing Authority,50 Stackpole St,Lowell,MA,1852.0,Transitional Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://www.lhma.org/
8322,Lowell Transitional Living Center,189 Middlesex St,Lowell,MA,1852.0,Emergency Shelter,,http://www.ltlc.org/
8323,Lowell Transitional Living Center,205-209 Middlesex St,Lowell,MA,1852.0,Other Permanent Housing,,
8324,Lower Columbia Community Action Program,1526 Commerce Avenue,Longview,WA,98632.0,"Rapid Re-Housing, Transitional Housing",Monday: 8:00AM–6:00PM Tuesday: 8:00AM–6:00PM Wednesday: 8:00AM–6:00PM Thursday: 8:00AM–6:00PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.lowercolumbiacap.org/
8325,Lower Columbia Community Action Program,965 - 33Rd Ave,Longview,WA,98632.0,Permanent Supportive Housing,Monday: 8:00AM–6:00PM Tuesday: 8:00AM–6:00PM Wednesday: 8:00AM–6:00PM Thursday: 8:00AM–6:00PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.lowercolumbiacap.org/
8326,Lower East Side Service Center (LESC),1341 Franklin Ave,Bronx,NY,10456.0,Permanent Supportive Housing,,
8327,Lower East Side Service Center (LESC),1932 Crotona Parkway,Bronx,NY,10460.0,Permanent Supportive Housing,,
8328,Lower East Side Service Center (LESC),630 East 6 St,New York,NY,10009.0,Permanent Supportive Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://www.lesc.org/
8329,Lower Elwha Family Advocacy,3080 Lower Elwha Road,Port Angeles,WA,98363.0,Emergency Shelter,Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,https://www.elwha.org/departments/social-services/
8330,Lower Valley Crisis and Support Services,Po Box 93,Sunnyside,WA,98944.0,Emergency Shelter,,
8331,Lowndes Associated Ministries to People Inc. (LAMP),714 Charlton St,Valdosta,GA,31601.0,Emergency Shelter,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://lampinc.org/
8332,Lowndes Associated Ministries to People Inc. (LAMP),,Valdosta,GA,31601.0,Rapid Re-Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,http://lampinc.org/
8333,Lowndes County Board of Health,601 N Lee St,Valdosta,GA,31601.0,Emergency Shelter,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.lowndescounty.com/405/Lowndes-County-Probation
8334,Lubbock Open Door,1918 13Th St,Lubbock,TX,79401.0,Permanent Supportive Housing,"Monday: 7:00AM–12:00PM, 1:00–2:00PM Tuesday: 7:00AM–12:00PM, 1:00–2:00PM Wednesday: 7:00AM–12:00PM, 1:00–4:00PM Thursday: 7:00AM–12:00PM, 1:00–2:00PM Friday: 7:00AM–12:00PM, 1:00–2:00PM Saturday: Closed Sunday: 7:00AM–12:00PM ",http://www.opendoorlbk.org/
8335,Lubbock Open Door,1918 13Th Street,Lubbock,TX,79401.0,Transitional Housing,"Monday: 7:00AM–12:00PM, 1:00–2:00PM Tuesday: 7:00AM–12:00PM, 1:00–2:00PM Wednesday: 7:00AM–12:00PM, 1:00–4:00PM Thursday: 7:00AM–12:00PM, 1:00–2:00PM Friday: 7:00AM–12:00PM, 1:00–2:00PM Saturday: Closed Sunday: 7:00AM–12:00PM ",http://www.opendoorlbk.org/
8336,Lucas County T.A.S.C.,701 Jefferson Ave,Toledo,OH,43604.0,Permanent Supportive Housing,,
8337,Lucas Metropolitan Housing Authority,201 Belmont Ave,Toledo,OH,43604.0,Permanent Supportive Housing,,
8338,Lucha Contra El SIDa,1 Calle Prolongaciã³N Urbanizacion San Rafael,Caguas,PR,725.0,Permanent Supportive Housing,,
8339,Lucha Contra El SIDa,262 Calle Villa,Ponce,PR,730.0,Permanent Supportive Housing,,
8340,Lucha Contra El SIDa,Pr Rd 2 Km 15.7 Bo. Sabalos Centro Mã©Dico,Mayaguez,PR,680.0,Permanent Supportive Housing,,
8341,Lucha Inc.,977 Calle Juan Peã±A Reyes,San Juan,PR,924.0,Permanent Supportive Housing,,
8342,Lucha Inc.,Calle Italia 501 Urb. Floral Park,San Juan,PR,925.0,Transitional Housing,,
8343,Lucha Inc.,Peã±A Lara D-7 Urb. Matienzo Cintrã³N,San Juan,PR,923.0,Transitional Housing,,
8344,Lucie's Place,300 S Spring St,Little Rock,AR,72201.0,Transitional Housing,,
8345,Lucy's Hearth,19 Valley Road,Middletown,RI,2842.0,Permanent Supportive Housing,,http://lucyshearth.org/
8346,Lucy's Hearth,913 West Main Rd,Middletown,RI,2842.0,Emergency Shelter,,
8347,Luke-Dorf Inc.,17025 Sw Bany Rd,Aloha,OR,97007.0,Permanent Supportive Housing,,
8348,Luke-Dorf Inc.,486 Se Washington St,Hillsboro,OR,97123.0,Permanent Supportive Housing,,
8349,Luke-Dorf Inc.,494 Se Washington St,Hillsboro,OR,97123.0,Short Term Housing,,
8350,Luke-Dorf Inc.,,,OR,97124.0,Permanent Supportive Housing,Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.newnarrativepdx.org/
8351,Lumbee Tribe (Robeson),6984 Nc Highway 711,West Pembroke,NC,28372.0,Transitional Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.lumbeetribe.com/
8352,Lumberton Christian Care (Robeson),301 E 1St St,Lumberton,NC,28358.0,Emergency Shelter,Monday: 10:00–11:30AM Tuesday: 10:00–11:30AM Wednesday: 10:00–11:30AM Thursday: 10:00–11:30AM Friday: 10:00–11:30AM Saturday: Closed Sunday: Closed ,http://www.lumbertonchristiancare.org/
8353,Lummi Housing Authority,Sche?Ï¿½Ï¿½Lang?Ï¿½Ï¿½En Road,Bellingham,WA,98226.0,Transitional Housing,,
8354,Lummi Nation Service Organization,2600 Shorewood Ave,Bellingham,WA,98226.0,Emergency Shelter,,
8355,Lummi Victims of Crime,2665 Kwina Rd.,Bellingham,WA,98226.0,Emergency Shelter,,
8356,Lutheran Metropolitan Ministries,2100 Lakeside Avenue,Cleveland,OH,44113.0,Transitional Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://www.lutheranmetro.org/home-page/housing-and-shelter/mens-shelter-at-2100-lakeside/
8357,Lutheran Metropolitan Ministries,2100 Lakeside Avenue,Cleveland,OH,44114.0,Short Term Housing,Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://www.lutheranmetro.org/home-page/housing-and-shelter/mens-shelter-at-2100-lakeside/
8358,Lutheran Metropolitan Ministries,2100 Lakeside Avenue E,Cleveland,OH,44114.0,"Emergency Shelter, Transitional Housing",Monday: Open 24 hours Tuesday: Open 24 hours Wednesday: Open 24 hours Thursday: Open 24 hours Friday: Open 24 hours Saturday: Open 24 hours Sunday: Open 24 hours ,https://www.lutheranmetro.org/home-page/housing-and-shelter/mens-shelter-at-2100-lakeside/
8359,Lutheran Settlement House,25 S 43Rd Street,Philadelphia,PA,19104.0,Emergency Shelter,,
8360,Lutheran Settlement House,,,PA,19103.0,Transitional Housing,,https://www.lutheransettlement.org/
8361,Lutheran Social Service,1209 W 22Nd Street,Minneapolis,MN,55404.0,Other Permanent Housing,,http://www.lssmn.org/
8362,Lutheran Social Service,1209 W 22Nd Street,Minneapolis,MN,55405.0,Transitional Housing,,https://www.lssmn.org/
8363,Lutheran Social Service,1414 Plymouth Ave N,Minneapolis,MN,55411.0,Other Permanent Housing,,
8364,Lutheran Social Service,2400 Park Avenue,Minneapolis,MN,55404.0,Permanent Supportive Housing,,http://www.lssmn.org/
8365,Lutheran Social Service,2400 Park Avenue South,Minneapolis,MN,55404.0,Other Permanent Housing,,http://www.lssmn.org/
8366,Lutheran Social Service,2414 Park Ave,Minneapolis,MN,55404.0,Other Permanent Housing,,http://www.lssmn.org/
8367,Lutheran Social Service of Minnesota,1696 Dayton Ave,Saint Paul,MN,55104.0,Emergency Shelter,,
8368,Lutheran Social Service of Minnesota,175 Charles Avenue,Saint Paul,MN,55103.0,Other Permanent Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,
8369,Lutheran Social Service of Minnesota,180 Mesabi,Maplewood,MN,55109.0,Other Permanent Housing,,
8370,Lutheran Social Service of Minnesota,2376 Ariel St,North Saint Paul,MN,55109.0,Other Permanent Housing,,
8371,Lutheran Social Service of Minnesota,325 Jenks Ave,Saint Paul,MN,55130.0,Transitional Housing,,
8372,Lutheran Social Service of Minnesota,501 Asbury St,Saint Paul,MN,55104.0,Transitional Housing,,
8373,Lutheran Social Service of Minnesota,,,MN,55104.0,Rapid Re-Housing,,
8374,Lutheran Social Services,102 W 1St St,Duluth,MN,55802.0,Transitional Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.lssmn.org/
8375,Lutheran Social Services,1182 Washington Ave,Bronx,NY,10456.0,Permanent Supportive Housing,,
8376,Lutheran Social Services,120 Philadelphia St,Rapid City,SD,57701.0,Transitional Housing,,
8377,Lutheran Social Services,1422 E Superior St,Duluth,MN,55805.0,Permanent Supportive Housing,,http://www.lssmn.org/cfclduluth/
8378,Lutheran Social Services,1465 Civic Court,Concord,CA,94520.0,Permanent Supportive Housing,,http://www.lssnorcal.org/
8379,Lutheran Social Services,2149 Collingwood Blvd,Toledo,OH,43620.0,Rapid Re-Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://www.lssnwo.org/
8380,Lutheran Social Services,2700 107Th Ln Nw,Minneapolis,MN,55418.0,Transitional Housing,,http://www.lssmn.org/
8381,Lutheran Social Services,334-336 Bergen St,Brooklyn,NY,11217.0,Permanent Supportive Housing,,
8382,Lutheran Social Services,355 E 165Th St,Bronx,NY,10456.0,Permanent Supportive Housing,,
8383,Lutheran Social Services,357 9Th St,Brooklyn,NY,11215.0,Permanent Supportive Housing,,
8384,Lutheran Social Services,357 9Th Street,Brooklyn,NY,11215.0,Permanent Supportive Housing,Monday: 6:00AM–9:30PM Tuesday: 6:00AM–9:30PM Wednesday: 6:00AM–9:30PM Thursday: 6:00AM–9:30PM Friday: 6:00AM–9:30PM Saturday: 8:00AM–5:00PM Sunday: 8:00AM–5:00PM ,http://www.ymcanyc.org/prospectpark
8385,Lutheran Social Services,3734 Broadway,Sacramento,CA,95817.0,Permanent Supportive Housing,,http://www.lssnorcal.org/
8386,Lutheran Social Services,4141 Palm Ave,Sacramento,CA,95842.0,Permanent Supportive Housing,,
8387,Lutheran Social Services,4215 Palm Ave,Sacramento,CA,95842.0,Permanent Supportive Housing,,
8388,Lutheran Social Services,4390 47Th Ave,Sacramento,CA,95824.0,"Rapid Re-Housing, Transitional Housing",Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.lssnorcal.org/
8389,Lutheran Social Services,510 Atlantic Ave,Brooklyn,NY,11217.0,Permanent Supportive Housing,,
8390,Lutheran Social Services,6010 34Th Ave,Sacramento,CA,95824.0,Permanent Supportive Housing,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.lssnorcal.org/
8391,Lutheran Social Services,6737 W Washington St Ste 2275,West Allis,WI,53214.0,Rapid Re-Housing,Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.lsswis.org/
8392,Lutheran Social Services,"705 E. 41, Suite 200",Rapid City,SD,57702.0,Emergency Shelter,,
8393,Lutheran Social Services,716 E St Ne,Brainerd,MN,56401.0,"Transitional Housing, Rapid Re-Housing",Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.lssmn.org/
8394,Lutheran Social Services,729 W 1St St,Duluth,MN,55806.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.lssmn.org/
8395,Lutheran Social Services,759 East 138Th Street,Bronx,NY,10454.0,Permanent Supportive Housing,,
8396,Lutheran Social Services,80 E. Hillcrest Drive #101,Thousand Oaks,CA,91360.0,Rapid Re-Housing,"Monday: 9:00AM–12:30PM, 1:30–4:30PM Tuesday: 9:00AM–12:30PM, 1:30–4:30PM Wednesday: 9:00AM–12:30PM, 1:30–4:30PM Thursday: Closed Friday: 9:00AM–12:30PM, 1:30–4:30PM Saturday: Closed Sunday: Closed ",https://www.lsssc.org/location/ventura-county/
8397,Lutheran Social Services,9239 Idaho Street,Duluth,MN,55808.0,Emergency Shelter,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.lssmn.org/
8398,Lutheran Social Services,,,CA,95817.0,Permanent Supportive Housing,Monday: 8:30AM–4:30PM Tuesday: 8:30AM–4:30PM Wednesday: 8:30AM–4:30PM Thursday: 8:30AM–4:30PM Friday: 8:30AM–4:30PM Saturday: Closed Sunday: Closed ,https://www.lssnorcal.org/
8399,Lutheran Social Services,,,MN,56201.0,"Transitional Housing, Permanent Supportive Housing",,
8400,Lutheran Social Services,,,MN,56401.0,"Emergency Shelter, Rapid Re-Housing",,
8401,Lutheran Social Services,,St Cloud,MN,56301.0,Rapid Re-Housing,,
8402,Lutheran Social Services,,Willmar,MN,56201.0,Emergency Shelter,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.lssmn.org/
8403,Lutheran Social Services - Mankato,125 E. Liberty Street,Mankato,MN,56001.0,"Emergency Shelter, Rapid Re-Housing, Transitional Housing",Monday: 1:00–5:00PM Tuesday: 1:00–5:00PM Wednesday: 1:00–5:00PM Thursday: 1:00–5:00PM Friday: Closed Saturday: Closed Sunday: Closed ,https://www.lssmn.org/
8404,Lutheran Social Services - Rochester,"1610 14Th St. Nw, Suite 300",Rochester,MN,55901.0,"Emergency Shelter, Transitional Housing, Rapid Re-Housing",Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.lssmn.org/
8405,Lutheran Social Services of Alaska (LSSA),804 W. 16Th Avenue,Anchorage,AK,99503.0,Transitional Housing,,
8406,Lutheran Social Services of Eau Claire,120 S Barstow St,Eau Claire,WI,54701.0,"Emergency Shelter, Rapid Re-Housing",Monday: 8:00AM–4:30PM Tuesday: 8:00AM–4:30PM Wednesday: 8:00AM–4:30PM Thursday: 8:00AM–4:30PM Friday: 8:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.lsswis.org/
8407,Lutheran Social Services of Janesville,612 N Randall Ave,Janesville,WI,53545.0,Emergency Shelter,,https://www.lsswis.org/
8408,Lutheran Social Services of Madison,,Madison,WI,53701.0,Rapid Re-Housing,,
8409,Lutheran Social Services of Madison,,,WI,53701.0,Rapid Re-Housing,,
8410,Lutheran Social Services of Nevada,4323 Boulder Highway,Las Vegas,NV,89121.0,Rapid Re-Housing,Monday: 9:00AM–1:00PM Tuesday: 9:00AM–1:00PM Wednesday: 9:00AM–1:00PM Thursday: 9:00AM–1:00PM Friday: Closed Saturday: Closed Sunday: Closed ,http://www.lssnv.org/
8411,Lutheran Social Services of Nevada,73 Spectrum Blvd,Las Vegas,NV,89101.0,Rapid Re-Housing,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: Closed Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,
8412,Lutheran Social Services of Nevada,,,NV,89121.0,Emergency Shelter,,
8413,Lutheran Social Services of No Calif,,,CA,96002.0,Transitional Housing,,http://www.lssnorcal.org/
8414,Lutheran Social Services of Southern California,1354 North G St.,San Be,CA,92410.0,Emergency Shelter,,
8415,Lutheran Social Services of Wisconsin and Upper Michigan Inc.,1029 N 3Rd St Ste B,Marquette,MI,49855.0,Transitional Housing,,
8416,Lutheran Social Services of the Southwest,10201 S 51St St,Phoenix,AZ,85044.0,Emergency Shelter,,
8417,Lutheran Social Services of the Southwest,5049 E Broadway Rd,Mesa,AZ,85206.0,Emergency Shelter,,https://www.lss-sw.org/
8418,Lutheran Social Services of the Southwest,Placeholder,Surprise,AZ,85031.0,Emergency Shelter,,
8419,Lutheran Social Services- Faith Mission,151 N 6Th St,Columbus,OH,43215.0,Emergency Shelter,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://lssnetworkofhope.org/faithmission/
8420,Lutheran Social Services- Faith Mission,325 E Long St,Columbus,OH,43215.0,Emergency Shelter,,
8421,Lutheran Social Services- Faith Mission,500 W. Wilson Bridge Rd.,Worthington,OH,43085.0,"Transitional Housing, Emergency Shelter",,
8422,Lutheran Social Services- Faith Mission,599 E 8Th Ave,Columbus,OH,43201.0,Emergency Shelter,Monday: 9:00AM–5:00AM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://lssnetworkofhope.org/faithmission/
8423,Lutheran Social Services- Faith Mission,,,OH,43085.0,Permanent Supportive Housing,Monday: 9:00AM–5:00PM Tuesday: 9:00AM–5:00PM Wednesday: 9:00AM–5:00PM Thursday: 9:00AM–5:00PM Friday: 9:00AM–4:30PM Saturday: Closed Sunday: Closed ,http://www.lssnetworkofhope.org/
8424,Lutheran Social Services- Faith Mission,,,OH,43205.0,Rapid Re-Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,https://lssnetworkofhope.org/faithmission/
8425,Lycoming-Clinton Joinder Board,200 East Street,Williamsport,PA,17701.0,Permanent Supportive Housing,,
8426,Lydia Place,P.O. Box 28487,Bellingham,WA,98229.0,"Transitional Housing, Rapid Re-Housing, Emergency Shelter, Other Permanent Housing, Permanent Supportive Housing",,
8427,Lydia's House,410 W 13Th Ave,Gary,IN,46407.0,Emergency Shelter,Monday: 8:00AM–4:00PM Tuesday: 8:00AM–4:00PM Wednesday: 8:00AM–4:00PM Thursday: 8:00AM–4:00PM Friday: 8:00AM–4:00PM Saturday: Closed Sunday: Closed ,http://www.sojournertruthhouse.org/
8428,Lydia's House,,,MO,63118.0,Transitional Housing,,
8429,Lydia's House Inc.,,,MO,63125.0,Transitional Housing,,
8430,Lynchburg Community Action Group,618 5Th St,Lynchburg,VA,24504.0,Emergency Shelter,,
8431,Lynchburg Community Action Group,915 Main St,Lynchburg,VA,24504.0,Permanent Supportive Housing,,
8432,Lynchburg Redevelopment and Housing Authority,,,VA,24504.0,Permanent Supportive Housing,Monday: 8:00AM–5:00PM Tuesday: 8:00AM–5:00PM Wednesday: 8:00AM–5:00PM Thursday: 8:00AM–5:00PM Friday: 8:00AM–5:00PM Saturday: Closed Sunday: Closed ,http://www.lynchburghousing.org/
8433,Lynn Housing Authority & Neighborhood Development,10 Church St,Lynn,MA,1902.0,Permanent Supportive Housing,,
